Month,Starting Balance,Repayment,Interest Paid,Principal Paid,New Balance,Mortgage Name,Interest Rate
42,370402.58,1686.42,926.0,760.42,369642.16,30 Year,0.03
43,369642.16,1686.42,924.1,762.32,368879.84,30 Year,0.03
44,368879.84,1686.42,922.19,764.23,368115.61,30 Year,0.03
45,368115.61,1686.42,920.28,766.14,367349.47,30 Year,0.03
46,367349.47,1686.42,918.37,768.05,366581.42,30 Year,0.03
47,366581.42,1686.42,916.45,769.97,365811.45,30 Year,0.03
48,365811.45,1686.42,914.52,771.9,365039.55,30 Year,0.03
49,365039.55,1686.42,912.59,773.83,364265.72,30 Year,0.03
50,364265.72,1686.42,910.66,775.76,363489.96,30 Year,0.03
51,363489.96,1686.42,908.72,777.7,362712.26,30 Year,0.03
52,362712.26,1686.42,906.78,779.64,361932.62,30 Year,0.03
53,361932.62,1686.42,904.83,781.59,361151.03,30 Year,0.03
54,361151.03,1686.42,902.87,783.55,360367.48,30 Year,0.03
55,360367.48,1686.42,900.91,785.51,359581.97,30 Year,0.03
56,359581.97,1686.42,898.95,787.47,358794.5,30 Year,0.03
57,358794.5,1686.42,896.98,789.44,358005.06,30 Year,0.03
58,358005.06,1686.42,895.01,791.41,357213.65,30 Year,0.03
59,357213.65,1686.42,893.03,793.39,356420.26,30 Year,0.03
60,356420.26,1686.42,891.05,795.37,355624.89,30 Year,0.03
61,355624.89,1686.42,889.06,797.36,354827.53,30 Year,0.03
62,354827.53,1686.42,887.06,799.36,354028.17,30 Year,0.03
63,354028.17,1686.42,885.07,801.35,353226.82,30 Year,0.03
64,353226.82,1686.42,883.06,803.36,352423.46,30 Year,0.03
65,352423.46,1686.42,881.05,805.37,351618.09,30 Year,0.03
66,351618.09,1686.42,879.04,807.38,350810.71,30 Year,0.03
67,350810.71,1686.42,877.02,809.4,350001.31,30 Year,0.03
68,350001.31,1686.42,875.0,811.42,349189.89,30 Year,0.03
69,349189.89,1686.42,872.97,813.45,348376.44,30 Year,0.03
70,348376.44,1686.42,870.94,815.48,347560.96,30 Year,0.03
71,347560.96,1686.42,868.9,817.52,346743.44,30 Year,0.03
72,346743.44,1686.42,866.85,819.57,345923.87,30 Year,0.03
73,345923.87,1686.42,864.8,821.62,345102.25,30 Year,0.03
74,345102.25,1686.42,862.75,823.67,344278.58,30 Year,0.03
75,344278.58,1686.42,860.69,825.73,343452.85,30 Year,0.03
76,343452.85,1686.42,858.63,827.79,342625.06,30 Year,0.03
77,342625.06,1686.42,856.56,829.86,341795.2,30 Year,0.03
78,341795.2,1686.42,854.48,831.94,340963.26,30 Year,0.03
79,340963.26,1686.42,852.4,834.02,340129.24,30 Year,0.03
80,340129.24,1686.42,850.32,836.1,339293.14,30 Year,0.03
81,339293.14,1686.42,848.23,838.19,338454.95,30 Year,0.03
82,338454.95,1686.42,846.13,840.29,337614.66,30 Year,0.03
83,337614.66,1686.42,844.03,842.39,336772.27,30 Year,0.03
84,336772.27,1686.42,841.93,844.49,335927.78,30 Year,0.03
85,335927.78,1686.42,839.81,846.61,335081.17,30 Year,0.03
86,335081.17,1686.42,837.7,848.72,334232.45,30 Year,0.03
87,334232.45,1686.42,835.58,850.84,333381.61,30 Year,0.03
88,333381.61,1686.42,833.45,852.97,332528.64,30 Year,0.03
89,332528.64,1686.42,831.32,855.1,331673.54,30 Year,0.03
90,331673.54,1686.42,829.18,857.24,330816.3,30 Year,0.03
91,330816.3,1686.42,827.04,859.38,329956.92,30 Year,0.03
92,329956.92,1686.42,824.89,861.53,329095.39,30 Year,0.03
93,329095.39,1686.42,822.73,863.69,328231.7,30 Year,0.03
94,328231.7,1686.42,820.57,865.85,327365.85,30 Year,0.03
95,327365.85,1686.42,818.41,868.01,326497.84,30 Year,0.03
96,326497.84,1686.42,816.24,870.18,325627.66,30 Year,0.03
97,325627.66,1686.42,814.06,872.36,324755.3,30 Year,0.03
98,324755.3,1686.42,811.88,874.54,323880.76,30 Year,0.03
99,323880.76,1686.42,809.7,876.72,323004.04,30 Year,0.03
100,323004.04,1686.42,807.51,878.91,322125.13,30 Year,0.03
101,322125.13,1686.42,805.31,881.11,321244.02,30 Year,0.03
102,321244.02,1686.42,803.11,883.31,320360.71,30 Year,0.03
103,320360.71,1686.42,800.9,885.52,319475.19,30 Year,0.03
104,319475.19,1686.42,798.68,887.74,318587.45,30 Year,0.03
105,318587.45,1686.42,796.46,889.96,317697.49,30 Year,0.03
106,317697.49,1686.42,794.24,892.18,316805.31,30 Year,0.03
107,316805.31,1686.42,792.01,894.41,315910.9,30 Year,0.03
108,315910.9,1686.42,789.77,896.65,315014.25,30 Year,0.03
109,315014.25,1686.42,787.53,898.89,314115.36,30 Year,0.03
110,314115.36,1686.42,785.28,901.14,313214.22,30 Year,0.03
111,313214.22,1686.42,783.03,903.39,312310.83,30 Year,0.03
112,312310.83,1686.42,780.77,905.65,311405.18,30 Year,0.03
113,311405.18,1686.42,778.51,907.91,310497.27,30 Year,0.03
114,310497.27,1686.42,776.24,910.18,309587.09,30 Year,0.03
115,309587.09,1686.42,773.96,912.46,308674.63,30 Year,0.03
116,308674.63,1686.42,771.68,914.74,307759.89,30 Year,0.03
117,307759.89,1686.42,769.39,917.03,306842.86,30 Year,0.03
118,306842.86,1686.42,767.1,919.32,305923.54,30 Year,0.03
119,305923.54,1686.42,764.8,921.62,305001.92,30 Year,0.03
120,305001.92,1686.42,762.5,923.92,304078.0,30 Year,0.03
121,304078.0,1686.42,760.19,926.23,303151.77,30 Year,0.03
122,303151.77,1686.42,757.87,928.55,302223.22,30 Year,0.03
123,302223.22,1686.42,755.55,930.87,301292.35,30 Year,0.03
124,301292.35,1686.42,753.23,933.19,300359.16,30 Year,0.03
125,300359.16,1686.42,750.89,935.53,299423.63,30 Year,0.03
126,299423.63,1686.42,748.55,937.87,298485.76,30 Year,0.03
127,298485.76,1686.42,746.21,940.21,297545.55,30 Year,0.03
128,297545.55,1686.42,743.86,942.56,296602.99,30 Year,0.03
129,296602.99,1686.42,741.5,944.92,295658.07,30 Year,0.03
130,295658.07,1686.42,739.14,947.28,294710.79,30 Year,0.03
131,294710.79,1686.42,736.77,949.65,293761.14,30 Year,0.03
132,293761.14,1686.42,734.4,952.02,292809.12,30 Year,0.03
133,292809.12,1686.42,732.02,954.4,291854.72,30 Year,0.03
134,291854.72,1686.42,729.63,956.79,290897.93,30 Year,0.03
135,290897.93,1686.42,727.24,959.18,289938.75,30 Year,0.03
136,289938.75,1686.42,724.84,961.58,288977.17,30 Year,0.03
137,288977.17,1686.42,722.44,963.98,288013.19,30 Year,0.03
138,288013.19,1686.42,720.03,966.39,287046.8,30 Year,0.03
139,287046.8,1686.42,717.61,968.81,286077.99,30 Year,0.03
140,286077.99,1686.42,715.19,971.23,285106.76,30 Year,0.03
141,285106.76,1686.42,712.76,973.66,284133.1,30 Year,0.03
142,284133.1,1686.42,710.33,976.09,283157.01,30 Year,0.03
143,283157.01,1686.42,707.89,978.53,282178.48,30 Year,0.03
144,282178.48,1686.42,705.44,980.98,281197.5,30 Year,0.03
145,281197.5,1686.42,702.99,983.43,280214.07,30 Year,0.03
146,280214.07,1686.42,700.53,985.89,279228.18,30 Year,0.03
147,279228.18,1686.42,698.07,988.35,278239.83,30 Year,0.03
148,278239.83,1686.42,695.59,990.83,277249.0,30 Year,0.03
149,277249.0,1686.42,693.12,993.3,276255.7,30 Year,0.03
150,276255.7,1686.42,690.63,995.79,275259.91,30 Year,0.03
151,275259.91,1686.42,688.14,998.28,274261.63,30 Year,0.03
152,274261.63,1686.42,685.65,1000.77,273260.86,30 Year,0.03
153,273260.86,1686.42,683.15,1003.27,272257.59,30 Year,0.03
154,272257.59,1686.42,680.64,1005.78,271251.81,30 Year,0.03
155,271251.81,1686.42,678.12,1008.3,270243.51,30 Year,0.03
156,270243.51,1686.42,675.6,1010.82,269232.69,30 Year,0.03
157,269232.69,1686.42,673.08,1013.34,268219.35,30 Year,0.03
158,268219.35,1686.42,670.54,1015.88,267203.47,30 Year,0.03
159,267203.47,1686.42,668.0,1018.42,266185.05,30 Year,0.03
160,266185.05,1686.42,665.46,1020.96,265164.09,30 Year,0.03
161,265164.09,1686.42,662.91,1023.51,264140.58,30 Year,0.03
162,264140.58,1686.42,660.35,1026.07,263114.51,30 Year,0.03
163,263114.51,1686.42,657.78,1028.64,262085.87,30 Year,0.03
164,262085.87,1686.42,655.21,1031.21,261054.66,30 Year,0.03
165,261054.66,1686.42,652.63,1033.79,260020.87,30 Year,0.03
166,260020.87,1686.42,650.05,1036.37,258984.5,30 Year,0.03
167,258984.5,1686.42,647.46,1038.96,257945.54,30 Year,0.03
168,257945.54,1686.42,644.86,1041.56,256903.98,30 Year,0.03
169,256903.98,1686.42,642.25,1044.17,255859.81,30 Year,0.03
170,255859.81,1686.42,639.64,1046.78,254813.03,30 Year,0.03
171,254813.03,1686.42,637.03,1049.39,253763.64,30 Year,0.03
172,253763.64,1686.42,634.4,1052.02,252711.62,30 Year,0.03
173,252711.62,1686.42,631.77,1054.65,251656.97,30 Year,0.03
174,251656.97,1686.42,629.14,1057.28,250599.69,30 Year,0.03
175,250599.69,1686.42,626.49,1059.93,249539.76,30 Year,0.03
176,249539.76,1686.42,623.84,1062.58,248477.18,30 Year,0.03
177,248477.18,1686.42,621.19,1065.23,247411.95,30 Year,0.03
178,247411.95,1686.42,618.52,1067.9,246344.05,30 Year,0.03
179,246344.05,1686.42,615.86,1070.56,245273.49,30 Year,0.03
180,245273.49,1686.42,613.18,1073.24,244200.25,30 Year,0.03
181,244200.25,1686.42,610.5,1075.92,243124.33,30 Year,0.03
182,243124.33,1686.42,607.81,1078.61,242045.72,30 Year,0.03
183,242045.72,1686.42,605.11,1081.31,240964.41,30 Year,0.03
184,240964.41,1686.42,602.41,1084.01,239880.4,30 Year,0.03
185,239880.4,1686.42,599.7,1086.72,238793.68,30 Year,0.03
186,238793.68,1686.42,596.98,1089.44,237704.24,30 Year,0.03
187,237704.24,1686.42,594.26,1092.16,236612.08,30 Year,0.03
188,236612.08,1686.42,591.53,1094.89,235517.19,30 Year,0.03
189,235517.19,1686.42,588.79,1097.63,234419.56,30 Year,0.03
190,234419.56,1686.42,586.04,1100.38,233319.18,30 Year,0.03
191,233319.18,1686.42,583.29,1103.13,232216.05,30 Year,0.03
192,232216.05,1686.42,580.54,1105.88,231110.17,30 Year,0.03
193,231110.17,1686.42,577.77,1108.65,230001.52,30 Year,0.03
194,230001.52,1686.42,575.0,1111.42,228890.1,30 Year,0.03
195,228890.1,1686.42,572.22,1114.2,227775.9,30 Year,0.03
196,227775.9,1686.42,569.43,1116.99,226658.91,30 Year,0.03
197,226658.91,1686.42,566.64,1119.78,225539.13,30 Year,0.03
198,225539.13,1686.42,563.84,1122.58,224416.55,30 Year,0.03
199,224416.55,1686.42,561.04,1125.38,223291.17,30 Year,0.03
200,223291.17,1686.42,558.22,1128.2,222162.97,30 Year,0.03
201,222162.97,1686.42,555.4,1131.02,221031.95,30 Year,0.03
202,221031.95,1686.42,552.57,1133.85,219898.1,30 Year,0.03
203,219898.1,1686.42,549.74,1136.68,218761.42,30 Year,0.03
204,218761.42,1686.42,546.9,1139.52,217621.9,30 Year,0.03
205,217621.9,1686.42,544.05,1142.37,216479.53,30 Year,0.03
206,216479.53,1686.42,541.19,1145.23,215334.3,30 Year,0.03
207,215334.3,1686.42,538.33,1148.09,214186.21,30 Year,0.03
208,214186.21,1686.42,535.46,1150.96,213035.25,30 Year,0.03
209,213035.25,1686.42,532.58,1153.84,211881.41,30 Year,0.03
210,211881.41,1686.42,529.7,1156.72,210724.69,30 Year,0.03
211,210724.69,1686.42,526.81,1159.61,209565.08,30 Year,0.03
212,209565.08,1686.42,523.91,1162.51,208402.57,30 Year,0.03
213,208402.57,1686.42,521.0,1165.42,207237.15,30 Year,0.03
214,207237.15,1686.42,518.09,1168.33,206068.82,30 Year,0.03
215,206068.82,1686.42,515.17,1171.25,204897.57,30 Year,0.03
216,204897.57,1686.42,512.24,1174.18,203723.39,30 Year,0.03
217,203723.39,1686.42,509.3,1177.12,202546.27,30 Year,0.03
218,202546.27,1686.42,506.36,1180.06,201366.21,30 Year,0.03
219,201366.21,1686.42,503.41,1183.01,200183.2,30 Year,0.03
220,200183.2,1686.42,500.45,1185.97,198997.23,30 Year,0.03
221,198997.23,1686.42,497.49,1188.93,197808.3,30 Year,0.03
222,197808.3,1686.42,494.52,1191.9,196616.4,30 Year,0.03
223,196616.4,1686.42,491.54,1194.88,195421.52,30 Year,0.03
224,195421.52,1686.42,488.55,1197.87,194223.65,30 Year,0.03
225,194223.65,1686.42,485.55,1200.87,193022.78,30 Year,0.03
226,193022.78,1686.42,482.55,1203.87,191818.91,30 Year,0.03
227,191818.91,1686.42,479.54,1206.88,190612.03,30 Year,0.03
228,190612.03,1686.42,476.53,1209.89,189402.14,30 Year,0.03
229,189402.14,1686.42,473.5,1212.92,188189.22,30 Year,0.03
230,188189.22,1686.42,470.47,1215.95,186973.27,30 Year,0.03
231,186973.27,1686.42,467.43,1218.99,185754.28,30 Year,0.03
232,185754.28,1686.42,464.38,1222.04,184532.24,30 Year,0.03
233,184532.24,1686.42,461.33,1225.09,183307.15,30 Year,0.03
234,183307.15,1686.42,458.26,1228.16,182078.99,30 Year,0.03
235,182078.99,1686.42,455.19,1231.23,180847.76,30 Year,0.03
236,180847.76,1686.42,452.11,1234.31,179613.45,30 Year,0.03
237,179613.45,1686.42,449.03,1237.39,178376.06,30 Year,0.03
238,178376.06,1686.42,445.94,1240.48,177135.58,30 Year,0.03
239,177135.58,1686.42,442.83,1243.59,175891.99,30 Year,0.03
240,175891.99,1686.42,439.72,1246.7,174645.29,30 Year,0.03
241,174645.29,1686.42,436.61,1249.81,173395.48,30 Year,0.03
242,173395.48,1686.42,433.48,1252.94,172142.54,30 Year,0.03
243,172142.54,1686.42,430.35,1256.07,170886.47,30 Year,0.03
244,170886.47,1686.42,427.21,1259.21,169627.26,30 Year,0.03
245,169627.26,1686.42,424.06,1262.36,168364.9,30 Year,0.03
246,168364.9,1686.42,420.91,1265.51,167099.39,30 Year,0.03
247,167099.39,1686.42,417.74,1268.68,165830.71,30 Year,0.03
248,165830.71,1686.42,414.57,1271.85,164558.86,30 Year,0.03
249,164558.86,1686.42,411.39,1275.03,163283.83,30 Year,0.03
250,163283.83,1686.42,408.2,1278.22,162005.61,30 Year,0.03
251,162005.61,1686.42,405.01,1281.41,160724.2,30 Year,0.03
252,160724.2,1686.42,401.81,1284.61,159439.59,30 Year,0.03
253,159439.59,1686.42,398.59,1287.83,158151.76,30 Year,0.03
254,158151.76,1686.42,395.37,1291.05,156860.71,30 Year,0.03
255,156860.71,1686.42,392.15,1294.27,155566.44,30 Year,0.03
256,155566.44,1686.42,388.91,1297.51,154268.93,30 Year,0.03
257,154268.93,1686.42,385.67,1300.75,152968.18,30 Year,0.03
258,152968.18,1686.42,382.42,1304.0,151664.18,30 Year,0.03
259,151664.18,1686.42,379.16,1307.26,150356.92,30 Year,0.03
260,150356.92,1686.42,375.89,1310.53,149046.39,30 Year,0.03
261,149046.39,1686.42,372.61,1313.81,147732.58,30 Year,0.03
262,147732.58,1686.42,369.33,1317.09,146415.49,30 Year,0.03
263,146415.49,1686.42,366.03,1320.39,145095.1,30 Year,0.03
264,145095.1,1686.42,362.73,1323.69,143771.41,30 Year,0.03
265,143771.41,1686.42,359.42,1327.0,142444.41,30 Year,0.03
266,142444.41,1686.42,356.11,1330.31,141114.1,30 Year,0.03
267,141114.1,1686.42,352.78,1333.64,139780.46,30 Year,0.03
268,139780.46,1686.42,349.45,1336.97,138443.49,30 Year,0.03
269,138443.49,1686.42,346.1,1340.32,137103.17,30 Year,0.03
270,137103.17,1686.42,342.75,1343.67,135759.5,30 Year,0.03
271,135759.5,1686.42,339.39,1347.03,134412.47,30 Year,0.03
272,134412.47,1686.42,336.03,1350.39,133062.08,30 Year,0.03
273,133062.08,1686.42,332.65,1353.77,131708.31,30 Year,0.03
274,131708.31,1686.42,329.27,1357.15,130351.16,30 Year,0.03
275,130351.16,1686.42,325.87,1360.55,128990.61,30 Year,0.03
276,128990.61,1686.42,322.47,1363.95,127626.66,30 Year,0.03
277,127626.66,1686.42,319.06,1367.36,126259.3,30 Year,0.03
278,126259.3,1686.42,315.64,1370.78,124888.52,30 Year,0.03
279,124888.52,1686.42,312.22,1374.2,123514.32,30 Year,0.03
280,123514.32,1686.42,308.78,1377.64,122136.68,30 Year,0.03
281,122136.68,1686.42,305.34,1381.08,120755.6,30 Year,0.03
282,120755.6,1686.42,301.88,1384.54,119371.06,30 Year,0.03
283,119371.06,1686.42,298.42,1388.0,117983.06,30 Year,0.03
284,117983.06,1686.42,294.95,1391.47,116591.59,30 Year,0.03
285,116591.59,1686.42,291.47,1394.95,115196.64,30 Year,0.03
286,115196.64,1686.42,287.99,1398.43,113798.21,30 Year,0.03
287,113798.21,1686.42,284.49,1401.93,112396.28,30 Year,0.03
288,112396.28,1686.42,280.99,1405.43,110990.85,30 Year,0.03
289,110990.85,1686.42,277.47,1408.95,109581.9,30 Year,0.03
290,109581.9,1686.42,273.95,1412.47,108169.43,30 Year,0.03
291,108169.43,1686.42,270.42,1416.0,106753.43,30 Year,0.03
292,106753.43,1686.42,266.88,1419.54,105333.89,30 Year,0.03
293,105333.89,1686.42,263.33,1423.09,103910.8,30 Year,0.03
294,103910.8,1686.42,259.77,1426.65,102484.15,30 Year,0.03
295,102484.15,1686.42,256.21,1430.21,101053.94,30 Year,0.03
296,101053.94,1686.42,252.63,1433.79,99620.15,30 Year,0.03
297,99620.15,1686.42,249.05,1437.37,98182.78,30 Year,0.03
298,98182.78,1686.42,245.45,1440.97,96741.81,30 Year,0.03
299,96741.81,1686.42,241.85,1444.57,95297.24,30 Year,0.03
300,95297.24,1686.42,238.24,1448.18,93849.06,30 Year,0.03
301,93849.06,1686.42,234.62,1451.8,92397.26,30 Year,0.03
302,92397.26,1686.42,230.99,1455.43,90941.83,30 Year,0.03
303,90941.83,1686.42,227.35,1459.07,89482.76,30 Year,0.03
304,89482.76,1686.42,223.7,1462.72,88020.04,30 Year,0.03
305,88020.04,1686.42,220.05,1466.37,86553.67,30 Year,0.03
306,86553.67,1686.42,216.38,1470.04,85083.63,30 Year,0.03
307,85083.63,1686.42,212.7,1473.72,83609.91,30 Year,0.03
308,83609.91,1686.42,209.02,1477.4,82132.51,30 Year,0.03
309,82132.51,1686.42,205.33,1481.09,80651.42,30 Year,0.03
310,80651.42,1686.42,201.62,1484.8,79166.62,30 Year,0.03
311,79166.62,1686.42,197.91,1488.51,77678.11,30 Year,0.03
312,77678.11,1686.42,194.19,1492.23,76185.88,30 Year,0.03
313,76185.88,1686.42,190.46,1495.96,74689.92,30 Year,0.03
314,74689.92,1686.42,186.72,1499.7,73190.22,30 Year,0.03
315,73190.22,1686.42,182.97,1503.45,71686.77,30 Year,0.03
316,71686.77,1686.42,179.21,1507.21,70179.56,30 Year,0.03
317,70179.56,1686.42,175.44,1510.98,68668.58,30 Year,0.03
318,68668.58,1686.42,171.67,1514.75,67153.83,30 Year,0.03
319,67153.83,1686.42,167.88,1518.54,65635.29,30 Year,0.03
320,65635.29,1686.42,164.08,1522.34,64112.95,30 Year,0.03
321,64112.95,1686.42,160.28,1526.14,62586.81,30 Year,0.03
322,62586.81,1686.42,156.46,1529.96,61056.85,30 Year,0.03
323,61056.85,1686.42,152.64,1533.78,59523.07,30 Year,0.03
324,59523.07,1686.42,148.8,1537.62,57985.45,30 Year,0.03
325,57985.45,1686.42,144.96,1541.46,56443.99,30 Year,0.03
326,56443.99,1686.42,141.1,1545.32,54898.67,30 Year,0.03
327,54898.67,1686.42,137.24,1549.18,53349.49,30 Year,0.03
328,53349.49,1686.42,133.37,1553.05,51796.44,30 Year,0.03
329,51796.44,1686.42,129.49,1556.93,50239.51,30 Year,0.03
330,50239.51,1686.42,125.59,1560.83,48678.68,30 Year,0.03
331,48678.68,1686.42,121.69,1564.73,47113.95,30 Year,0.03
332,47113.95,1686.42,117.78,1568.64,45545.31,30 Year,0.03
333,45545.31,1686.42,113.86,1572.56,43972.75,30 Year,0.03
334,43972.75,1686.42,109.93,1576.49,42396.26,30 Year,0.03
335,42396.26,1686.42,105.99,1580.43,40815.83,30 Year,0.03
336,40815.83,1686.42,102.03,1584.39,39231.44,30 Year,0.03
337,39231.44,1686.42,98.07,1588.35,37643.09,30 Year,0.03
338,37643.09,1686.42,94.1,1592.32,36050.77,30 Year,0.03
339,36050.77,1686.42,90.12,1596.3,34454.47,30 Year,0.03
340,34454.47,1686.42,86.13,1600.29,32854.18,30 Year,0.03
341,32854.18,1686.42,82.13,1604.29,31249.89,30 Year,0.03
342,31249.89,1686.42,78.12,1608.3,29641.59,30 Year,0.03
343,29641.59,1686.42,74.1,1612.32,28029.27,30 Year,0.03
344,28029.27,1686.42,70.07,1616.35,26412.92,30 Year,0.03
345,26412.92,1686.42,66.03,1620.39,24792.53,30 Year,0.03
346,24792.53,1686.42,61.98,1624.44,23168.09,30 Year,0.03
347,23168.09,1686.42,57.92,1628.5,21539.59,30 Year,0.03
348,21539.59,1686.42,53.84,1632.58,19907.01,30 Year,0.03
349,19907.01,1686.42,49.76,1636.66,18270.35,30 Year,0.03
350,18270.35,1686.42,45.67,1640.75,16629.6,30 Year,0.03
351,16629.6,1686.42,41.57,1644.85,14984.75,30 Year,0.03
352,14984.75,1686.42,37.46,1648.96,13335.79,30 Year,0.03
353,13335.79,1686.42,33.33,1653.09,11682.7,30 Year,0.03
354,11682.7,1686.42,29.2,1657.22,10025.48,30 Year,0.03
355,10025.48,1686.42,25.06,1661.36,8364.12,30 Year,0.03
356,8364.12,1686.42,20.91,1665.51,6698.61,30 Year,0.03
357,6698.61,1686.42,16.74,1669.68,5028.93,30 Year,0.03
358,5028.93,1686.42,12.57,1673.85,3355.08,30 Year,0.03
359,3355.08,1686.42,8.38,1678.04,1677.04,30 Year,0.03
360,1677.04,1686.42,4.19,1682.23,-5.19,30 Year,0.03
